Id,Road_Type,Property_Shape,House_Type,House_Condition,Construction_Year,Remodel_Year,BsmtFinSF1,Total_Basement_Area,Air_Conditioning,First_Floor_Area,Second_Floor_Area,LowQualFinSF,Underground_Full_Bathroom,Full_Bathroom_Above_Grade,Bedroom_Above_Grade,Kitchen_Quality,Rooms_Above_Grade,Fireplaces,Garage,Garage_Built_Year,Garage_Area,Pool_Area,Miscellaneous_Value,Year_Sold,Sale_Price
365,Paved,IR1,1Fam,5,1976,1976,712,796,Y,790,784,0,1,2,3,TA,6,1,Attchd,1976,229.8868349,0,0,2006,190000
366,Paved,Reg,1Fam,7,1920,1997,456,672,Y,672,672,0,0,1,3,TA,6,0,Detchd,1964,440.2347792,0,0,2009,147000
367,Paved,IR1,1Fam,5,1963,1963,609,1394,Y,1394,0,0,1,1,3,TA,6,2,Attchd,1963,191.289539,0,0,2009,159000
368,Paved,IR1,1Fam,5,1962,1962,371,1099,Y,1431,0,0,0,1,3,TA,6,1,Basment,1962,740.575498,0,0,2008,165000
369,Paved,Reg,1Fam,6,1954,1954,540,1268,Y,1268,0,0,0,1,2,TA,7,1,Attchd,1954,609.7699307,0,0,2010,132000
370,Paved,IR1,1Fam,7,1959,2006,72,1063,Y,1287,0,0,1,1,3,Gd,7,1,Detchd,1997,484.0496644,0,0,2010,162000
371,Paved,IR1,1Fam,5,2000,2000,0,953,Y,953,711,0,0,2,3,TA,7,1,Attchd,2000,500.0344536,0,0,2006,172400
372,Paved,Reg,1Fam,4,1959,1959,0,0,Y,1120,468,0,0,2,4,TA,7,1,Detchd,1991,346.6391216,0,0,2008,134432
373,Paved,Reg,TwnhsE,5,1984,1984,623,744,Y,752,0,0,1,1,2,TA,4,0,Attchd,1984,330.6719331,0,0,2010,125000
374,Paved,Reg,1Fam,6,1953,1953,428,608,Y,1319,0,0,1,1,3,TA,5,0,Attchd,1953,181.58643,0,0,2009,123000
375,Paved,Reg,1Fam,5,2003,2004,0,847,Y,847,1081,0,0,2,4,Gd,8,1,BuiltIn,2003,411.9778074,0,0,2007,219500
376,Paved,IR1,1Fam,1,1922,1950,350,683,N,904,0,0,1,0,1,Fa,4,0,NA,NA,237.0087192,0,0,2009,61000
377,Paved,IR1,1Fam,5,1996,1996,298,870,Y,914,0,0,0,1,2,TA,5,0,Detchd,1998,549.5076594,0,0,2006,148000
378,Paved,IR1,1Fam,5,2004,2005,0,1580,Y,1580,886,0,0,3,4,Gd,8,1,Attchd,2004,174.3991266,0,0,2007,340000
379,Paved,Reg,1Fam,2,2010,2010,1445,1856,Y,1856,0,0,1,1,1,Ex,8,1,Attchd,2010,363.2919806,0,0,2010,394432
380,Paved,IR1,1Fam,5,2000,2000,0,982,Y,1007,793,0,0,2,3,TA,7,1,Attchd,2000,479.1327361,0,0,2009,179000
381,Paved,Reg,1Fam,6,1924,1950,218,1026,Y,1026,665,0,0,2,3,Gd,6,1,Detchd,1924,112.6094212,0,0,2010,127000
382,Paved,Reg,1Fam,5,2006,2006,0,1293,Y,1301,0,0,1,2,2,Gd,5,1,Attchd,2006,841.0411739,0,0,2006,187750
383,Paved,IR1,1Fam,5,2006,2006,0,939,Y,939,858,0,0,2,3,Gd,8,0,Attchd,2006,353.4645499,0,0,2007,213500
384,Paved,Reg,1Fam,3,1928,1950,0,784,N,784,0,0,0,1,2,TA,5,0,Detchd,1950,500.4658545,0,0,2009,76000
385,Paved,IR2,1Fam,5,1992,1992,985,1580,Y,1079,874,0,1,2,3,Gd,9,2,Attchd,1992,675.4733953,0,0,2007,240000
386,Paved,Reg,TwnhsE,5,2004,2005,24,1256,Y,1269,0,0,0,2,2,Gd,6,1,Attchd,2004,524.5980239,0,0,2010,192000
387,Paved,Reg,1Fam,3,1910,1996,0,658,Y,658,526,0,0,1,5,TA,8,0,NA,NA,441.9353539,0,0,2006,81000
388,Paved,Reg,1Fam,6,1976,1976,631,1041,Y,1125,0,0,1,1,3,TA,6,1,Detchd,1977,545.0544413,0,0,2009,125000
389,Paved,IR1,1Fam,5,1999,2000,0,1468,Y,1479,0,0,0,2,3,Gd,6,0,Attchd,1999,322.3160914,0,0,2008,191000
390,Paved,Reg,1Fam,5,2007,2008,1280,1682,Y,1742,590,0,1,2,3,Ex,9,1,BuiltIn,2008,858.224114,0,0,2008,426000
391,Paved,Reg,1Fam,8,1900,1950,241,861,Y,961,406,0,1,1,4,TA,7,0,Detchd,1978,422.8209516,0,0,2008,119000
392,Paved,IR1,1Fam,5,2001,2002,690,804,Y,804,1157,0,1,2,3,Gd,7,1,BuiltIn,2001,136.157293,0,0,2009,215000
393,Paved,IR1,1Fam,7,1959,1959,0,0,Y,882,0,0,0,1,3,TA,5,0,Attchd,1959,409.3409773,0,1200,2007,106500
394,Paved,Reg,1Fam,5,1941,1950,266,788,Y,788,0,0,0,1,2,TA,4,2,NA,NA,171.4910156,0,0,2006,100000
395,Paved,Reg,1Fam,6,1940,1950,0,735,Y,735,299,0,0,1,2,TA,5,0,Detchd,1940,299.9182599,0,0,2007,109000
396,Paved,Reg,1Fam,6,1956,1956,739,1144,Y,1144,0,0,1,1,3,TA,6,0,Attchd,1956,737.8307468,0,0,2010,129000
397,Paved,Reg,1Fam,5,1972,1972,777,894,Y,894,0,0,0,1,2,TA,6,0,Detchd,1985,716.0275231,0,0,2009,123000
398,Paved,Reg,1Fam,5,1962,1962,540,864,Y,876,936,0,0,2,4,TA,8,1,Attchd,1962,531.6570523,0,0,2007,169500
399,Paved,Reg,1Fam,2,1920,1950,0,961,Y,1077,0,0,0,1,2,TA,6,0,Detchd,1920,56.28816169,0,0,2007,67000
400,Paved,Reg,1Fam,5,2006,2007,812,1092,Y,1112,438,0,1,2,2,Gd,7,0,Attchd,2007,675.2891606,0,0,2009,241000
401,Paved,IR2,TwnhsE,5,1996,1996,786,1260,Y,1288,0,0,1,1,1,Ex,4,2,Attchd,1996,679.1749568,0,0,2008,245500
402,Paved,IR1,1Fam,5,2005,2005,24,1310,Y,1310,0,0,0,2,3,Gd,6,1,Attchd,2005,311.8666252,0,0,2006,164990
403,Paved,Reg,1Fam,8,1940,1997,0,672,Y,672,0,0,0,1,2,TA,4,0,Detchd,1940,196.1358633,0,0,2008,108000
404,Paved,Reg,1Fam,5,1998,1998,0,1141,Y,1165,1098,0,0,2,4,Gd,10,1,BuiltIn,1998,188.5665956,0,0,2006,258000
405,Paved,IR1,1Fam,5,1995,1996,0,806,Y,806,766,0,0,2,3,TA,7,1,BuiltIn,1995,224.2386446,0,0,2007,168000
406,Paved,IR1,1Fam,4,1976,1993,1116,1281,Y,1620,0,0,1,2,3,TA,8,1,Attchd,1993,645.6324069,0,0,2009,150000
407,Paved,Reg,1Fam,5,1936,1950,0,1064,Y,1166,0,473,0,1,3,TA,6,0,Detchd,1936,607.2576862,0,0,2008,115000
408,Paved,Reg,1Fam,7,1915,1976,0,840,Y,840,840,0,0,2,4,TA,8,0,Attchd,1960,289.8911594,0,0,2008,177000
409,Paved,Reg,1Fam,5,2006,2006,0,1063,Y,1071,1101,0,0,2,3,Gd,9,1,Attchd,2006,328.5818427,0,0,2007,280000
410,Paved,Reg,1Fam,5,2007,2008,789,1034,Y,1050,1028,0,1,2,3,Ex,8,1,Attchd,2008,653.1385492,0,0,2008,339750
411,Paved,Reg,1Fam,3,1958,1958,0,1276,Y,1276,0,0,0,1,3,TA,5,0,Attchd,1958,518.0977538,0,0,2009,60000
412,Paved,Reg,2fmCon,5,1955,1955,1056,1056,N,1056,0,0,1,1,3,TA,5,0,Attchd,1955,352.5025272,0,0,2006,145000
413,Paved,IR2,1Fam,5,2009,2009,578,1470,Y,1478,0,0,1,2,2,Gd,7,1,Attchd,2009,278.6830684,0,0,2010,222000
414,Paved,Reg,1Fam,6,1927,1950,0,1008,Y,1028,0,0,0,1,2,TA,5,1,Detchd,1927,540.0001921,0,0,2010,115000
415,Paved,IR2,1Fam,5,1993,1993,50,1080,Y,1080,1017,0,0,2,3,Gd,9,1,Attchd,1993,384.7050753,0,0,2008,228000
416,Paved,IR1,1Fam,5,2007,2007,24,1340,Y,1340,0,0,0,2,3,Gd,6,0,Attchd,2007,567.3164922,0,0,2007,181134
417,Paved,Reg,1Fam,7,1978,1978,209,672,Y,672,728,0,0,1,3,TA,6,1,Attchd,1978,665.7448893,0,0,2006,149500
418,Paved,IR1,1Fam,6,1918,1950,1128,1370,N,1370,1254,0,1,2,4,TA,10,1,Detchd,1918,711.101643,0,0,2007,239000
419,Paved,Reg,1Fam,6,1940,1950,312,756,N,756,378,0,1,1,3,TA,7,0,Detchd,1940,442.2057421,0,0,2007,126000
420,Paved,Reg,1Fam,6,1968,1968,775,1056,Y,1056,0,0,1,1,3,TA,6,1,Attchd,1968,600.5314843,0,0,2010,142000
421,Paved,Reg,Duplex,5,1997,1998,1309,1344,Y,1344,0,0,2,2,2,TA,8,0,Attchd,1997,544.0925739,0,0,2008,206300
422,Paved,IR1,1Fam,7,1977,2000,1246,1602,Y,1602,0,0,0,2,3,Gd,8,1,Attchd,1977,268.4705496,0,0,2009,215000
423,Paved,Reg,1Fam,5,1954,1954,0,988,Y,988,0,0,0,1,2,TA,4,0,Attchd,1954,393.6591108,0,0,2008,113000
424,Paved,Reg,1Fam,5,1998,1998,986,1470,Y,1470,1160,0,1,2,4,Gd,8,1,Attchd,1998,549.8200669,0,0,2008,315000
425,Paved,Reg,1Fam,5,1956,1956,616,1196,Y,1196,0,0,1,1,2,TA,6,1,Attchd,1956,501.7282906,0,0,2008,139000
426,Paved,Reg,1Fam,8,1946,1992,0,651,Y,707,682,0,0,1,3,TA,6,2,Detchd,1947,623.2357685,0,0,2009,135000
427,Paved,Reg,1Fam,5,1989,1989,1518,1518,Y,1644,0,0,1,2,2,Gd,5,1,Attchd,1989,367.3704733,0,0,2009,275000
428,Paved,IR1,1Fam,6,1957,1957,288,907,Y,907,0,0,0,1,3,TA,5,0,Detchd,1964,413.4062766,0,0,2008,109008
429,Paved,Reg,1Fam,5,2007,2007,664,1208,Y,1208,0,0,1,2,2,Gd,6,0,Attchd,2007,784.5375796,0,0,2007,195400
430,Paved,IR1,1Fam,5,1988,1988,1005,1392,Y,1412,0,0,1,2,3,Gd,6,1,Attchd,1988,417.5240507,0,0,2009,175000
431,Paved,Reg,Twnhs,5,1971,1971,387,483,Y,483,504,0,0,1,2,TA,4,0,Detchd,1971,231.9046043,0,0,2008,85400
432,Paved,IR1,1Fam,7,1920,1998,0,901,Y,1088,110,0,0,1,4,TA,7,0,NA,NA,162.2674488,0,0,2008,79900
433,Paved,Reg,TwnhsE,5,1971,1971,471,765,Y,765,600,0,1,1,2,TA,6,0,Detchd,1971,583.2634698,0,0,2007,122500
434,Paved,IR1,1Fam,5,1997,1998,0,926,Y,926,678,0,0,2,3,TA,7,1,Attchd,1997,402.3185802,0,0,2008,181000
435,Paved,Reg,Twnhs,7,1972,1972,495,630,Y,630,0,0,1,1,1,TA,3,0,NA,NA,527.108168,0,0,2008,81000
436,Paved,IR2,1Fam,6,1996,1996,385,799,Y,827,834,0,1,2,3,Gd,6,1,Attchd,1996,717.1324746,0,0,2009,212000
437,Paved,Reg,1Fam,8,1920,1950,0,648,Y,734,384,0,0,1,2,TA,6,0,Detchd,1990,624.578681,0,0,2006,116000
438,Paved,Reg,1Fam,7,1926,2004,0,884,Y,904,0,0,0,1,2,TA,4,0,Detchd,1926,234.3731533,0,0,2009,119000
439,Paved,Reg,1Fam,6,1913,2002,365,440,N,694,0,0,0,1,2,Gd,4,1,Detchd,1990,603.6291481,0,0,2007,90350
440,Paved,Reg,1Fam,8,1920,2000,0,684,Y,684,512,0,0,1,3,Gd,7,0,Detchd,2005,527.2930691,0,800,2009,110000
441,Paved,Reg,1Fam,5,2008,2008,1767,3094,Y,2402,0,0,1,2,2,Ex,10,2,Attchd,2008,549.5099434,0,0,2009,555000
442,Paved,Reg,Duplex,4,1955,1955,133,1440,N,1440,0,0,0,2,4,Fa,8,0,NA,NA,411.0410283,0,0,2008,118000
443,Paved,Reg,1Fam,7,1930,1992,0,1078,Y,1128,445,0,0,2,3,TA,8,1,Detchd,1930,-1.415920215,0,0,2008,162900
444,Paved,Reg,TwnhsE,5,2006,2007,0,1258,Y,1258,0,0,0,2,2,Gd,6,1,Attchd,2007,544.8767604,0,0,2007,172500
445,Paved,Reg,1Fam,5,1994,1995,642,915,Y,933,975,0,1,2,4,Gd,8,1,Attchd,1994,325.8156128,0,0,2008,210000
446,Paved,Reg,1Fam,5,1956,1956,0,1436,Y,1689,0,0,0,1,3,TA,7,1,Attchd,1956,317.688715,0,0,2009,127500
447,Paved,IR1,1Fam,6,1966,2002,247,1517,Y,1888,0,0,0,2,2,Gd,6,1,Attchd,1966,459.9277462,0,0,2010,190000
448,Paved,IR1,1Fam,5,1998,1999,0,930,Y,956,930,0,0,2,4,Gd,10,1,Attchd,1998,348.0166417,0,0,2006,199900
449,Paved,Reg,1Fam,6,1937,1950,0,780,Y,780,596,0,0,2,3,TA,7,1,Detchd,1937,390.4622698,0,0,2006,119500
450,Paved,Reg,1Fam,7,1948,2002,331,649,Y,679,504,0,0,1,2,TA,6,0,Detchd,1981,534.0513095,0,0,2007,120000
451,Paved,Reg,1Fam,8,1930,2005,0,813,Y,813,0,0,0,1,2,Gd,5,0,Detchd,1932,793.5695668,0,0,2006,110000
452,Paved,IR1,1Fam,5,1975,1975,655,1533,Y,1533,0,0,1,2,2,Gd,5,2,Attchd,1975,643.3408253,0,0,2006,280000
453,Paved,IR1,1Fam,5,1996,1997,742,872,Y,888,868,0,1,2,3,TA,7,0,Attchd,1996,332.2868321,0,0,2007,204000
454,Paved,Reg,1Fam,5,2008,2008,0,768,Y,786,804,0,0,2,3,Gd,6,0,Attchd,2008,714.3276724,0,0,2009,210000
455,Paved,Reg,Duplex,5,1976,1976,1606,1728,Y,1728,0,0,2,2,4,TA,8,0,Detchd,1976,434.8290819,0,0,2006,188000
456,Paved,Reg,1Fam,6,1973,1973,916,1242,Y,1242,0,0,0,1,3,TA,6,1,Attchd,1973,703.7467679,0,0,2007,175500
457,Paved,Reg,1Fam,5,1916,1950,0,624,N,624,720,0,0,1,4,TA,7,0,Detchd,1916,809.1098135,0,0,2008,98000
458,Paved,IR1,1Fam,6,1954,1994,1116,1364,Y,1663,0,0,1,1,2,Gd,6,2,Attchd,1954,470.2549152,0,0,2008,256000
459,Paved,Reg,1Fam,7,1925,1996,0,588,Y,833,833,0,0,1,3,Gd,7,1,Detchd,1925,867.9352018,0,0,2008,161000
460,Paved,IR1,1Fam,4,1950,1950,185,709,Y,979,224,0,1,1,3,Gd,5,1,Detchd,1950,330.6034094,0,0,2009,110000
461,Paved,IR1,1Fam,5,2009,2009,544,832,Y,832,1103,0,1,2,3,TA,8,0,BuiltIn,2009,584.8391941,0,0,2009,263435
462,Paved,Reg,1Fam,9,1936,2007,350,560,Y,575,560,0,1,1,3,Gd,6,0,Detchd,1971,537.5928135,0,0,2009,155000
463,Paved,IR1,1Fam,5,1965,1965,553,864,Y,864,0,0,0,1,3,TA,5,1,Detchd,1965,691.5045035,0,0,2009,62383
464,Paved,IR1,1Fam,7,1934,1995,326,715,Y,849,811,0,0,1,3,TA,6,1,Detchd,1939,763.8071509,0,0,2008,188700
465,Paved,Reg,1Fam,5,1978,1978,616,1040,Y,1040,0,0,0,2,3,TA,5,0,NA,NA,699.7335669,0,0,2009,124000
466,Paved,Reg,TwnhsE,5,2004,2004,0,1375,Y,1414,0,0,0,2,2,Gd,6,1,Attchd,2004,744.5657775,0,0,2006,178740
467,Paved,Reg,1Fam,5,1970,1970,778,1277,Y,1277,0,0,1,1,2,TA,5,1,Attchd,1970,763.248664,0,0,2007,167000
468,Paved,Reg,1Fam,7,1942,1995,386,728,Y,888,756,0,0,1,3,Gd,7,2,Attchd,1942,128.5611019,0,0,2007,146500
469,Paved,IR1,1Fam,5,2006,2006,0,1626,Y,1634,0,0,0,2,3,Gd,7,1,Attchd,2006,89.09024287,0,0,2007,250000
470,Paved,IR1,1Fam,5,1993,1993,426,832,Y,832,878,0,0,2,3,Gd,7,0,Attchd,1993,297.273248,0,0,2008,187000
471,Paved,IR1,TwnhsE,5,1985,1985,368,1488,Y,1502,0,0,1,1,1,Gd,4,0,Attchd,1985,186.8793513,0,0,2010,212000
472,Paved,Reg,1Fam,6,1977,1977,0,808,Y,1161,808,0,0,2,3,TA,8,1,Attchd,1977,768.0529483,0,0,2007,190000
473,Paved,Reg,TwnhsE,5,2005,2005,459,547,Y,1072,0,0,1,1,2,TA,5,0,Basment,2005,823.9292695,0,0,2008,148000
474,Paved,IR1,1Fam,5,2006,2007,1350,1976,Y,1976,0,0,1,2,2,Gd,7,1,Attchd,2006,287.8918094,0,0,2007,440000
475,Paved,Reg,TwnhsE,5,2000,2000,1196,1494,Y,1652,0,0,1,2,2,Ex,6,0,Attchd,2000,595.0849942,0,0,2007,251000
476,Paved,Reg,1Fam,6,1963,1963,630,970,Y,970,0,0,1,1,2,TA,5,0,Detchd,1996,503.4892796,0,0,2007,132500
477,Paved,Reg,1Fam,5,1997,1998,994,1478,Y,1493,0,0,1,2,3,Gd,7,1,Attchd,1997,800.7372948,0,0,2008,208900
478,Paved,Reg,1Fam,5,2006,2006,0,2153,Y,2069,574,0,0,2,3,Ex,9,1,BuiltIn,2006,608.3851584,0,0,2007,380000
479,Paved,Reg,1Fam,5,2007,2008,1288,1705,Y,1718,0,0,1,2,3,Gd,7,1,Attchd,2007,532.9447967,0,0,2009,297000
480,Paved,Reg,1Fam,7,1937,2000,168,907,Y,1131,0,0,0,1,2,TA,7,0,Detchd,1995,590.0929996,0,0,2007,89471
481,Paved,IR1,1Fam,5,2004,2005,1261,1833,Y,1850,0,0,1,2,3,Gd,8,1,Attchd,2004,558.4544849,0,0,2006,326000
482,Paved,IR1,1Fam,5,2003,2004,1567,1792,Y,1792,0,0,1,2,2,Ex,6,1,Attchd,2003,397.02137,0,0,2006,374000
483,Paved,Reg,1Fam,8,1915,2005,299,910,Y,916,910,0,1,1,4,Ex,7,1,Attchd,1915,99.33760771,0,0,2009,155000
484,Paved,Reg,Twnhs,5,1998,1998,897,1216,Y,1216,0,0,1,2,2,TA,5,0,Attchd,1998,490.3080928,0,0,2006,164000
485,Paved,IR1,1Fam,7,1962,2001,588,999,Y,999,0,0,1,1,3,Gd,6,0,Detchd,1963,153.5236518,0,0,2007,132500
486,Paved,Reg,1Fam,7,1950,2007,607,1113,Y,1113,0,0,0,1,3,Gd,5,1,Attchd,1950,81.61760396,0,0,2009,147000
487,Paved,Reg,1Fam,7,1965,1965,836,1073,Y,1073,0,0,1,1,3,TA,6,0,Attchd,1965,510.1986192,0,0,2007,156000
488,Paved,IR1,1Fam,6,1971,1971,998,1484,Y,1484,0,0,0,2,3,TA,7,1,Attchd,1971,258.8721767,0,0,2007,175000
489,Paved,Reg,2fmCon,4,1900,1970,664,954,N,1766,648,0,0,2,3,TA,10,1,Attchd,1970,-59.87841229,0,0,2006,160000
490,Paved,Reg,Twnhs,8,1970,2002,515,630,Y,630,0,0,1,1,1,Gd,3,0,Attchd,1970,332.1293042,0,0,2009,86000
491,Paved,Reg,TwnhsE,6,1976,1976,0,264,Y,616,688,0,0,1,3,TA,4,1,BuiltIn,1976,122.6456011,0,0,2008,115000
492,Paved,Reg,1Fam,7,1941,1950,403,806,Y,958,620,0,1,1,3,Fa,5,2,Attchd,1941,850.7315674,0,0,2006,133000
493,Paved,IR1,1Fam,5,2006,2006,0,728,Y,728,728,0,0,2,3,TA,8,0,Attchd,2006,374.1142101,0,0,2006,172785
494,Paved,Reg,1Fam,6,1960,1960,374,1269,Y,1269,0,0,0,1,3,TA,6,1,Detchd,1964,676.8230509,0,0,2008,155000
495,Paved,Reg,1Fam,8,1938,1996,0,190,Y,886,0,0,0,1,2,TA,4,0,Attchd,1938,478.3346786,0,0,2009,91300
496,Paved,Reg,1Fam,5,1920,1950,495,720,N,720,0,0,0,1,2,TA,4,0,NA,NA,386.3478988,0,0,2009,34900
497,Paved,IR1,1Fam,5,1992,1993,1231,3200,Y,3228,0,0,1,3,4,Gd,10,1,Attchd,1992,507.4052313,0,0,2007,430000
498,Paved,Reg,1Fam,6,1925,1950,329,1026,Y,1133,687,0,1,2,4,TA,8,0,Detchd,1925,579.1481666,0,0,2008,184000
499,Paved,Reg,1Fam,7,1967,2004,450,864,Y,899,0,0,0,1,3,Gd,5,0,Attchd,1967,577.8441536,0,0,2009,130000
500,Paved,IR1,1Fam,7,1958,1985,111,912,Y,912,0,0,0,1,2,TA,5,0,Attchd,1958,479.4658292,0,480,2007,120000
501,Paved,Reg,Twnhs,5,1973,1973,356,672,Y,672,546,0,0,1,3,TA,7,0,Detchd,1973,399.6435182,0,0,2007,113000
502,Paved,Reg,1Fam,5,2005,2005,400,866,Y,866,902,0,0,2,3,Gd,7,0,Attchd,2005,419.1398385,0,0,2008,226700
503,Paved,Reg,1Fam,7,1965,1965,698,1214,Y,1214,0,0,1,1,2,TA,6,0,Detchd,1965,657.951403,0,400,2007,140000
504,Paved,IR1,1Fam,8,1959,1997,1247,1501,Y,1801,0,0,1,2,1,TA,6,2,Attchd,1959,604.8630918,0,0,2010,289000
505,Paved,Reg,TwnhsE,5,1974,1974,257,855,Y,855,467,0,0,2,3,TA,6,1,Attchd,1974,279.595533,0,0,2009,147000
506,Paved,Reg,Duplex,5,1952,1952,0,960,Y,960,1000,0,0,2,4,TA,10,0,Detchd,1952,412.7227662,0,0,2009,124500
507,Paved,IR1,1Fam,5,1993,1994,380,777,Y,1065,846,0,0,2,3,Gd,8,1,Attchd,1993,768.6952405,0,0,2006,215000
508,Paved,IR1,1Fam,5,2009,2009,27,1218,Y,1218,0,0,0,2,2,Gd,4,0,Attchd,2009,407.6677029,0,0,2009,208300
509,Paved,Reg,1Fam,9,1928,2005,141,689,Y,689,689,0,0,2,3,Gd,7,1,Detchd,1928,495.3258701,0,0,2008,161000
510,Paved,Reg,1Fam,6,1959,1959,991,1041,Y,1041,0,0,1,1,3,TA,6,0,Attchd,1959,517.0574383,0,0,2009,124500
511,Paved,Reg,1Fam,7,1951,2000,650,1008,Y,1363,0,0,1,1,2,TA,6,2,CarPort,1951,260.3518202,0,2000,2009,164900
512,Paved,IR1,TwnhsE,5,2005,2006,0,1368,Y,1368,0,0,0,2,2,Gd,6,1,Attchd,2005,344.9581625,0,0,2006,202665
513,Paved,Reg,1Fam,5,1958,1958,521,864,Y,864,0,0,1,1,3,TA,5,0,Detchd,1964,520.9534676,0,0,2006,129900
514,Paved,Reg,1Fam,5,1983,1983,336,1084,Y,1080,0,0,0,1,3,TA,5,0,Attchd,1983,292.6832244,0,0,2007,134000
515,Paved,Reg,1Fam,5,1926,1950,0,768,N,789,0,0,0,1,2,TA,5,0,Detchd,1926,514.4535404,0,0,2007,96500
516,Paved,Reg,1Fam,5,2009,2009,1436,2006,Y,2020,0,0,1,2,3,Ex,9,1,Attchd,2009,685.7039515,0,0,2009,402861
517,Paved,IR1,1Fam,6,1972,1972,0,689,Y,1378,741,0,0,2,3,TA,7,1,Attchd,1972,538.9914655,0,0,2009,158000
518,Paved,IR1,1Fam,5,1996,1997,0,1264,Y,1277,1067,0,0,2,3,Gd,7,1,Attchd,1996,326.5282679,0,0,2009,265000
519,Paved,IR1,1Fam,5,1998,1998,706,794,Y,882,914,0,1,2,3,TA,7,0,Attchd,1998,623.3602758,0,0,2007,211000
520,Paved,Reg,1Fam,9,1926,2004,0,1276,Y,1276,804,0,0,1,3,Gd,9,2,Detchd,1926,582.946172,0,0,2009,234000
521,Paved,Reg,2fmCon,7,1900,2000,0,0,N,694,600,0,0,2,3,TA,7,0,NA,NA,551.5084975,0,0,2008,106250
522,Paved,IR1,1Fam,6,1957,1957,777,1244,Y,1244,0,0,0,1,3,TA,6,2,Attchd,1957,338.8231398,0,0,2007,150000
523,Paved,Reg,1Fam,7,1947,1950,399,1004,Y,1004,660,0,0,2,3,TA,7,2,Detchd,1950,453.7735175,0,0,2006,159000
524,Paved,IR1,1Fam,5,2007,2008,2260,3138,Y,3138,1538,0,1,3,3,Ex,11,1,BuiltIn,2007,703.9166258,0,0,2007,184750
525,Paved,IR1,1Fam,5,1996,1997,719,1379,Y,1383,1015,0,1,2,3,Gd,8,1,Attchd,1996,251.935427,0,0,2007,315750
526,Paved,Reg,1Fam,5,2005,2005,0,1257,Y,1266,0,0,0,2,3,Gd,6,1,Attchd,2005,283.6650347,0,0,2006,176000
527,Paved,Reg,1Fam,7,1956,2000,377,928,Y,928,0,0,0,1,2,TA,4,0,Attchd,1956,328.996903,0,0,2007,132000
528,Paved,IR1,1Fam,5,2008,2008,1330,1452,Y,1476,1237,0,1,2,3,Ex,11,1,Attchd,2008,403.8365296,0,0,2008,446261
529,Paved,IR1,1Fam,7,1920,2002,348,528,Y,605,0,0,1,1,2,TA,5,0,NA,NA,476.8767637,0,0,2007,86000
530,Paved,IR1,1Fam,3,1957,1975,1219,2035,Y,2515,0,0,1,3,4,TA,9,2,Attchd,1975,591.7447657,0,0,2007,200624
531,Paved,Reg,1Fam,5,1988,1989,783,1461,Y,1509,0,0,1,2,3,Gd,5,1,Attchd,1988,366.2150433,0,0,2008,175000
532,Paved,IR1,1Fam,8,1920,1999,0,611,Y,751,611,0,0,2,3,TA,6,0,Detchd,1920,186.9013896,0,0,2008,128000
533,Paved,Reg,1Fam,7,1955,2007,0,0,Y,827,0,0,0,1,2,TA,5,1,Detchd,1967,523.596956,0,0,2010,107500
534,Paved,Reg,1Fam,3,1946,1950,0,0,N,334,0,0,0,1,1,Fa,2,0,NA,NA,618.4055209,0,0,2007,39300
535,Paved,IR1,1Fam,5,2004,2004,0,707,Y,707,707,0,0,2,3,Gd,6,1,Attchd,2004,572.0056376,0,0,2006,178000
536,Paved,Reg,2fmCon,7,1910,1991,969,1117,Y,820,527,0,1,1,3,TA,5,0,NA,NA,464.3049165,0,0,2008,107500
537,Paved,IR1,1Fam,5,1998,1999,0,880,Y,880,844,0,0,2,3,Gd,8,0,Attchd,1998,606.237925,0,0,2008,188000
538,Paved,IR1,1Fam,5,1972,1972,600,864,Y,864,0,0,0,1,3,TA,5,0,Detchd,1980,393.0139547,0,0,2008,111250
539,Paved,IR1,1Fam,5,1968,1968,673,1051,Y,1159,0,0,0,1,3,TA,7,1,Attchd,1968,485.6016022,0,0,2006,158000
540,Paved,Reg,1Fam,5,2001,2002,1358,1581,Y,1601,0,0,1,2,3,Gd,6,1,Attchd,2001,490.1127664,0,2000,2010,272000
541,Paved,Reg,1Fam,5,2006,2006,1260,1838,Y,1838,0,0,1,2,2,Ex,8,1,Attchd,2006,427.2969293,0,0,2009,315000
542,Paved,Reg,1Fam,5,2000,2000,0,969,Y,997,1288,0,0,2,4,Gd,8,1,BuiltIn,2000,418.124991,0,0,2007,248000
543,Paved,Reg,1Fam,5,1998,1999,144,1650,Y,1680,0,0,1,2,3,Gd,7,1,Attchd,1998,191.4297869,0,0,2009,213250
544,Paved,Reg,TwnhsE,5,1998,1998,584,723,Y,767,0,0,1,1,1,TA,4,0,Attchd,1998,568.4430585,0,0,2007,133000
545,Paved,IR1,1Fam,5,2006,2006,554,654,Y,664,832,0,1,2,3,Gd,7,1,Attchd,2006,140.4260833,0,0,2006,179665
546,Paved,IR1,1Fam,5,1988,1988,1002,1204,Y,1377,806,0,0,2,4,Gd,9,0,Attchd,1988,689.2394296,0,0,2006,229000
547,Paved,IR1,1Fam,7,1923,1950,300,1065,Y,915,720,0,0,1,3,TA,6,1,Detchd,1950,311.4081766,0,0,2007,210000
548,Paved,Reg,1Fam,7,1970,1970,619,768,Y,768,0,0,1,1,2,TA,5,0,Detchd,1987,308.7386922,0,0,2007,129500
